,f1-score,precision,recall,support,kappa
FEET,0.878,0.871,0.884,69.0,0.8528646713059929
LEFT_HAND,0.903,0.833,0.986,71.0,0.8528646713059929
RIGHT_HAND,0.871,1.0,0.771,70.0,0.8528646713059929
TONGUE,0.903,0.89,0.915,71.0,0.8528646713059929
avg/total,0.889,0.898,0.889,281.0,0.853
