,f1-score,precision,recall,support,kappa
FEET,0.584,0.743,0.481,54.0,0.46059347694437236
LEFT_HAND,0.589,0.559,0.623,53.0,0.46059347694437236
RIGHT_HAND,0.614,0.593,0.636,55.0,0.46059347694437236
TONGUE,0.591,0.548,0.642,53.0,0.46059347694437236
avg/total,0.594,0.611,0.596,215.0,0.461
