,f1-score,precision,recall,support,kappa
FEET,0.794,0.806,0.783,69.0,0.7441353765705572
LEFT_HAND,0.885,0.892,0.879,66.0,0.7441353765705572
RIGHT_HAND,0.797,0.718,0.897,68.0,0.7441353765705572
TONGUE,0.754,0.852,0.676,68.0,0.7441353765705572
avg/total,0.808,0.817,0.809,271.0,0.744
