,f1-score,precision,recall,support,kappa
FEET,0.732,0.632,0.87,69.0,0.6709870388833499
LEFT_HAND,0.844,0.857,0.831,65.0,0.6709870388833499
RIGHT_HAND,0.623,0.667,0.585,65.0,0.6709870388833499
TONGUE,0.825,0.959,0.723,65.0,0.6709870388833499
avg/total,0.756,0.779,0.752,264.0,0.671
