,f1-score,precision,recall,support,kappa
FEET,0.763,0.9,0.662,68.0,0.7800161160354553
LEFT_HAND,0.864,0.931,0.806,67.0,0.7800161160354553
RIGHT_HAND,0.881,0.787,1.0,70.0,0.7800161160354553
TONGUE,0.819,0.776,0.868,68.0,0.7800161160354553
avg/total,0.832,0.848,0.834,273.0,0.78
