,f1-score,precision,recall,support,kappa
FEET,0.652,0.522,0.87,69.0,0.5995084107842383
LEFT_HAND,0.884,0.836,0.938,65.0,0.5995084107842383
RIGHT_HAND,0.5,0.714,0.385,65.0,0.5995084107842383
TONGUE,0.736,0.951,0.6,65.0,0.5995084107842383
avg/total,0.693,0.756,0.698,264.0,0.6
