,f1-score,precision,recall,support,kappa
FEET,0.571,0.636,0.519,54.0,0.3493111200783998
LEFT_HAND,0.492,0.446,0.547,53.0,0.3493111200783998
RIGHT_HAND,0.455,0.5,0.418,55.0,0.3493111200783998
TONGUE,0.531,0.5,0.566,53.0,0.3493111200783998
avg/total,0.512,0.52,0.512,215.0,0.349
