,f1-score,precision,recall,support,kappa
FEET,0.806,0.8,0.812,69.0,0.7392764435731272
LEFT_HAND,0.849,0.808,0.894,66.0,0.7392764435731272
RIGHT_HAND,0.832,0.765,0.912,68.0,0.7392764435731272
TONGUE,0.713,0.872,0.603,68.0,0.7392764435731272
avg/total,0.8,0.811,0.805,271.0,0.739
