,f1-score,precision,recall,support,kappa
FEET,0.778,0.857,0.712,59.0,0.5677614387457088
LEFT_HAND,0.549,0.781,0.424,59.0,0.5677614387457088
RIGHT_HAND,0.671,0.537,0.895,57.0,0.5677614387457088
TONGUE,0.686,0.692,0.679,53.0,0.5677614387457088
avg/total,0.671,0.717,0.678,228.0,0.568
