,f1-score,precision,recall,support,kappa
FEET,0.198,0.474,0.125,72.0,0.36491998744901155
LEFT_HAND,0.504,0.612,0.429,70.0,0.36491998744901155
RIGHT_HAND,0.64,0.565,0.738,65.0,0.36491998744901155
TONGUE,0.594,0.463,0.826,69.0,0.36491998744901155
avg/total,0.484,0.528,0.53,276.0,0.365
