,f1-score,precision,recall,support,kappa
FEET,0.718,0.699,0.739,69.0,0.364224855221993
LEFT_HAND,0.47,0.364,0.662,71.0,0.364224855221993
RIGHT_HAND,0.333,0.548,0.239,71.0,0.364224855221993
TONGUE,0.541,0.66,0.458,72.0,0.364224855221993
avg/total,0.516,0.568,0.525,283.0,0.364
