,f1-score,precision,recall,support,kappa
FEET,0.646,0.707,0.594,69.0,0.6416335270724993
LEFT_HAND,0.817,0.891,0.754,65.0,0.6416335270724993
RIGHT_HAND,0.657,0.613,0.708,65.0,0.6416335270724993
TONGUE,0.809,0.75,0.877,65.0,0.6416335270724993
avg/total,0.732,0.74,0.733,264.0,0.642
