,f1-score,precision,recall,support,kappa
FEET,0.698,0.59,0.855,69.0,0.650606107104496
LEFT_HAND,0.857,0.885,0.831,65.0,0.650606107104496
RIGHT_HAND,0.628,0.679,0.585,65.0,0.650606107104496
TONGUE,0.786,0.936,0.677,65.0,0.650606107104496
avg/total,0.742,0.772,0.737,264.0,0.651
