,f1-score,precision,recall,support,kappa
FEET,0.899,0.925,0.873,71.0,0.846199226137803
LEFT_HAND,0.873,1.0,0.775,71.0,0.846199226137803
RIGHT_HAND,0.949,0.956,0.942,69.0,0.846199226137803
TONGUE,0.824,0.724,0.955,66.0,0.846199226137803
avg/total,0.886,0.901,0.886,277.0,0.846
